train_loss,train_acc,test_loss,test_acc
0.5660747289657593,0.5458568334579468,0.20469696819782257,0.5458568334579468
0.22551168501377106,0.5244811177253723,0.09714042395353317,0.5244811177253723
0.11380615085363388,0.5421417951583862,0.08970823884010315,0.5421417951583862
0.09605176746845245,0.6887836456298828,0.08990831673145294,0.6887836456298828
0.093629390001297,0.6908425688743591,0.09081795811653137,0.6908425688743591
0.09333233535289764,0.7262789011001587,0.08405659347772598,0.7262789011001587
0.08877331763505936,0.6664289832115173,0.0887964591383934,0.6664289832115173
0.09037302434444427,0.7361867427825928,0.08593018352985382,0.7361867427825928
0.0881267711520195,0.7182527780532837,0.08390115946531296,0.7182527780532837
0.08734522759914398,0.6917750239372253,0.08713404089212418,0.6917750239372253
0.0866415798664093,0.7108860611915588,0.08393168449401855,0.7108860611915588
0.08368223160505295,0.7538188695907593,0.08008510619401932,0.7538188695907593
0.08516600728034973,0.7092289924621582,0.08729287981987,0.7092289924621582
0.08375820517539978,0.7012989521026611,0.0890088751912117,0.7012989521026611
0.08359772711992264,0.7279380559921265,0.08373390883207321,0.7279380559921265
0.0845046266913414,0.6408529877662659,0.09243825823068619,0.6408529877662659
0.08353951573371887,0.7385632395744324,0.08151675760746002,0.7385632395744324
0.08282612264156342,0.7740638852119446,0.0789751186966896,0.7740638852119446
0.08253726363182068,0.7366434931755066,0.08272712677717209,0.7366434931755066
0.08266619592905045,0.6851423978805542,0.08308825641870499,0.6851423978805542
0.08258362114429474,0.7424091100692749,0.08063097298145294,0.7424091100692749
0.0815695971250534,0.5604839324951172,0.08651376515626907,0.5604839324951172
0.0817292183637619,0.7511376738548279,0.08246222883462906,0.7511376738548279
0.08172086626291275,0.7146486043930054,0.0809478908777237,0.7146486043930054
0.08031531423330307,0.7658817172050476,0.07836208492517471,0.7658817172050476
0.08004824072122574,0.7298484444618225,0.08093719184398651,0.7298484444618225
0.07890885323286057,0.7754530906677246,0.07773447781801224,0.7754530906677246
0.07979290932416916,0.727380096912384,0.08526720106601715,0.727380096912384
0.07861363887786865,0.7639524936676025,0.08180195093154907,0.7639524936676025
0.07871148735284805,0.7734784483909607,0.07917478680610657,0.7734784483909607
0.07822097837924957,0.7716420888900757,0.08035396784543991,0.7716420888900757
0.07805126160383224,0.7793222069740295,0.0776430293917656,0.7793222069740295
0.07905103266239166,0.7920030355453491,0.07724865525960922,0.7920030355453491
0.0781242623925209,0.7785669565200806,0.07967285811901093,0.7785669565200806
0.07802769541740417,0.749327540397644,0.08330406248569489,0.749327540397644
0.07740738987922668,0.7650346755981445,0.0794631838798523,0.7650346755981445
0.07693929970264435,0.7530373930931091,0.08130791783332825,0.7530373930931091
0.07647181302309036,0.7763991951942444,0.07851795852184296,0.7763991951942444
0.07669432461261749,0.7689406871795654,0.07954443246126175,0.7689406871795654
0.07657098025083542,0.7738150358200073,0.07840479910373688,0.7738150358200073
0.07682661712169647,0.7613788843154907,0.08034992218017578,0.7613788843154907
0.0788545086979866,0.7838979363441467,0.07799980044364929,0.7838979363441467
0.07699669897556305,0.7236196994781494,0.08382964134216309,0.7236196994781494
0.07735131680965424,0.7697160243988037,0.0800824761390686,0.7697160243988037
0.07656698673963547,0.7579918503761292,0.07898875325918198,0.7579918503761292
0.07520601153373718,0.7678562998771667,0.07927874475717545,0.7678562998771667
0.07527193427085876,0.7842090725898743,0.07681268453598022,0.7842090725898743
0.07490598410367966,0.7806079983711243,0.07765301316976547,0.7806079983711243
0.0751785933971405,0.7803356647491455,0.07798008620738983,0.7803356647491455
0.07570302486419678,0.7954175472259521,0.0765131339430809,0.7954175472259521
